,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
318,quercus minima,841,,dwarf live oak,Quercus,minima,0.5,NA,0.5,,,QUMI2,27,27,4,29,89,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
319,aesculus spp.,330,,"buckeye, horsechestnut spp.",Aesculus,spp.,1,NA,1,,,AESCU,41,47,3,27,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,10/9/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.33,25,0.5,25,89,25,143,25,0.36,25,15,25,0.12766,0.91979,0.12152,aesculus,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
320,quercus hypoleucoides,843,,silverleaf oak,Quercus,hypoleucoides,0.5,NA,0.5,,,QUHY,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
321,quercus oglethorpensis,844,,Oglethorpe oak,Quercus,oglethorpensis,0.5,NA,0.5,,,QUOG,27,27,4,29,151,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
322,quercus prinoides,845,,dwarf chinkapin oak,Quercus,prinoides,0.5,NA,0.5,,,QUPR,43,43,4,29,207,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
323,quercus grisea,846,,gray oak,Quercus,grisea,0.5,NA,0.5,,,QUGR3,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
324,quercus rugosa,847,,netleaf oak,Quercus,rugosa,0.5,NA,0.5,,,QURU4,43,48,4,38,210,,,,X,X,,H,,,,,,,W,X,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
325,quercus graciliformis,851,,Chisos oak,Quercus,graciliformis,0.5,NA,0.5,,,QUGR,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
326,amyris elemifera,852,,sea torchwood,Amyris,elemifera,0.5,NA,0.5,,,AMEL,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,amyris,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
327,annona glabra,853,,pond-apple,Annona,glabra,0.5,NA,0.5,,,ANGL4,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,annona,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,
328,bursera simaruba,854,,gumbo limbo,Bursera,simaruba,0.5,NA,0.5,,,BUSI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,bursera,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,
329,casuarina spp.,855,,sheoak spp.,Casuarina,spp.,0.25,0.25,0,,,CASUA,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,casuarina,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
330,casuarina glauca,856,,gray sheoak,Casuarina,glauca,0.25,0.25,0,,,CAGL11,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,casuarina,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
331,chrysolepis chrysophylla,431,,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,0.5,0.5,0.5,chrysophylla,,CHCHC4,47,47,3,29,133,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.42,11,0.42,7,90.78571,22,132.76199,9,0.46,11,12,30,0.12766,0.91979,0.12152,chrysolepis,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
332,catalpa spp.,450,,catalpa spp.,Catalpa,spp.,0,NA,0,,,CATAL,42,42,4,27,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.38,25,0.5,25,89,25,73,25,0.41,25,15,25,0.12766,0.91979,0.12152,catalpa,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
333,tree broadleaf,998,,Unknown dead hardwood,Tree,broadleaf,0.5,NA,0.5,,,2TB,43,47,3,37,221,X,X,X,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,tree,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
334,citrus spp.,860,,citrus spp.,Citrus,spp.,0.5,NA,0.5,,,CITRU2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,citrus,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
335,celtis spp.,460,,hackberry spp.,Celtis,spp.,0.5,NA,0.5,,,CELTI,41,41,3,36,115,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,90,25,64,25,0.53,25,15,25,0.12766,0.91979,0.12152,celtis,NA,NA,NA,NA,NA,NA,NA,3.56,NA,NA,
336,colubrina elliptica,864,,soldierwood,Colubrina,elliptica,0.5,NA,0.5,,,COEL2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,colubrina,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
337,pinus pungens,123,,Table Mountain pine,Pinus,pungens,0.25,0.25,0,,,PIPU5,3,3,1,4,49,,X,,,X,,S,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,1.01056,0.49,12,0.45,22,60.26667,22,76.61224,22,0.52,12,13.4,21,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
338,cupaniopsis anacardioides,866,,carrotwood,Cupaniopsis,anacardioides,0.5,NA,0.5,,,CUAN4,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,cupaniopsis,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
339,condalia hookeri,867,,Bluewood,Condalia,hookeri,0.5,NA,0.5,,,COHO,48,48,4,29,160,,,,,X,,H,,,,,,E,,X,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,condalia,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
340,ebenopsis ebano,868,,Blackbead ebony,Ebenopsis,ebano,0.5,NA,0.5,,,EBEB,42,47,4,29,122,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,ebenopsis,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
341,leucaena pulverulenta,869,,Great leucaene,Leucaena,pulverulenta,0.5,NA,0.5,,,LEPU3,43,43,3,36,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,leucaena,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
342,sophora affinis,870,,Texas sophora,Sophora,affinis,0.5,NA,0.5,,,SOAF,42,47,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sophora,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
343,eugenia rhombea,873,,red stopper,Eugenia,rhombea,0.5,NA,0.5,,,EURH,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eugenia,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
344,exothea paniculata,874,,"butterbough, inkwood",Exothea,paniculata,0.5,NA,0.5,,,EXPA,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,exothea,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,
345,ficus aurea,876,,Florida strangler fig,Ficus,aurea,0.5,NA,0.5,,,FIAU,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,ficus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
346,acer spp.,310,,maple spp.,Acer,spp.,1,NA,1,,,ACER,31,31,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,23,0.53,23,90.57,23,70.29,23,0.52,23,10.88,21,0.11585,0.94181,0.1074,acer,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
347,guapira discolor,882,,"beeftree, longleaf blolly",Guapira,discolor,0.5,NA,0.5,,,GUDI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,guapira,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,
348,hippomane mancinella,883,,manchineel,Hippomane,mancinella,0.5,NA,0.5,,,HIMA2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,hippomane,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
349,lysiloma latisiliquum,884,,false tamarind,Lysiloma,latisiliquum,0.5,NA,0.5,,,LYLA3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,lysiloma,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
350,mangifera indica,885,,mango,Mangifera,indica,0.5,NA,0.5,,,MAIN3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,mangifera,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
351,ulmus spp.,970,,elm spp.,Ulmus,spp.,0.5,NA,0.5,,,ULMUS,41,41,3,36,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.54,23,0.43,23,91.08,14,66,23,0.59,23,14,32,0.12766,0.91979,0.12152,ulmus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
352,pinus quadrifolia,138,,four-leaf or Parry pinyon pine,Pinus,quadrifolia,0,NA,0,,,PIQU,24,24,1,38,162,,,X,,,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.12798,0.92267,0.12506,pinus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
353,schefflera actinophylla,888,,"octopus tree, schefflera",Schefflera,actinophylla,0.5,NA,0.5,,,SCAC2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,schefflera,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,
354,sideroxylon foetidissimum,890,,false mastic,Sideroxylon,foetidissimum,0.5,NA,0.5,,,SIFO,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sideroxylon,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,
355,eucalyptus spp.,510,,eucalyptus spp.,Eucalyptus,spp.,0,NA,0,,,EUCAL,42,47,4,26,148,,,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eucalyptus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
356,simarouba glauca,895,,paradisetree,Simarouba,glauca,0.5,NA,0.5,,,SIGL3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,simarouba,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
357,syzygium cumini,896,,Java plum,Syzygium,cumini,0.5,NA,0.5,,,SYCU,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,syzygium,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
358,tamarindus indica,897,,tamarind,Tamarindus,indica,0.5,NA,0.5,,,TAIN2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,tamarindus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
359,eucalyptus robusta,514,,swampmahogany,Eucalyptus,robusta,0.25,0.25,0,,,EURO2,43,47,4,37,148,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eucalyptus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
360,carya texana,408,,black hickory,Carya,texana,0,NA,0,,,CATE9,29,29,4,29,92,X,,,,X,,H,X,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16,24,0.12798,0.92267,0.12506,carya,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
361,acoelorraphe wrightii,906,,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,0.5,NA,0.5,,,ACWR4,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,acoelorraphe,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,
362,coccothrinax argentata,907,,Florida silver palm,Coccothrinax,argentata,0.5,NA,0.5,,,COAR,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,coccothrinax,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
363,cocos nucifera,908,,coconut palm,Cocos,nucifera,0.5,NA,0.5,,,CONU,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,cocos,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
364,roystonea spp.,909,,royal palm spp.,Roystonea,spp.,0.5,NA,0.5,,,ROYST,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,roystonea,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
365,sabal mexicana,911,,Mexican palmetto,Sabal,mexicana,0.5,NA,0.5,,,SAME8,41,47,3,37,147,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sabal,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,
366,pinus engelmannii,112,,Apache pine,Pinus,engelmannii,0.5,NA,0.5,,,PIEN2,24,24,1,10,40,,,,X,,X,S,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
367,thrinax morrisii,913,,key thatch palm,Thrinax,morrisii,0.5,NA,0.5,,,THMO4,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,thrinax,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
